Country;Region;Year;Economy_status_Developed;Infant_deaths;Under_five_deaths;Alcohol_consumption;Hepatitis_B;Measles;BMI;Polio;Diphtheria;Incidents_HIV;GDP_per_capita;Population_mln;Thinness_ten_nineteen_years;Thinness_five_nine_years;Schooling;Life_expectancy
Timor-Leste;Oceania;2012;No;47,5;56,3;0,48;83;64;20,9;83;83;0,09;1271;1,13;11,2;11,3;4,5;67,7
North Macedonia;Rest of Europe;2003;No;12,8;14,4;5,18;74;97;25,8;96;96;0,08;3301;2,03;2,7;2,7;7,5;73,2
Tonga;Oceania;2004;No;13;15,1;1,79;99;99;31,5;99;90;0,17;3899;0,1;0,1;0,1;9,2;69,8
Kuwait;Middle East;2007;No;9,5;11,1;0,029;99;90;28,8;99;99;0,13;41171;2,5;3,2;3,1;6,3;73,8
Iceland;Rest of Europe;2015;Yes;1,8;2,3;7,66;88;94;26,2;92;92;0,05;52952;0,33;1;0,9;12,2;82,5
Greece;European Union;2002;Yes;4,9;5,6;8,22;91;77;26,8;92;92;0,04;19997;10,9;0,8;0,8;9,1;78,6
Mozambique;Africa;2003;No;95,3;145;0,6;76;64;21,8;67;85;3,5;353;19,33;4;3,9;2,6;49,9
Netherlands;European Union;2002;Yes;4,9;5,9;9,72;88;96;25,1;97;97;0,06;40914;16,15;1,1;1;11,1;78,3
Jamaica;Central America and Caribbean;2012;No;14,6;17;3,02;96;76;27,2;96;96;0,56;4888;2,84;1,8;1,7;9,2;74
Senegal;Africa;2012;No;39,2;58,7;0,19;91;33;22,8;83;91;0,14;1146;13,4;1;9,9;2,6;65,4
Togo;Africa;2015;No;50,8;75,9;1,36;88;64;23,5;82;88;0,72;571;7,32;6,5;6,2;4,7;59,9
Libya;Africa;2001;No;23,4;27,3;0,002;93;81;26,9;94;94;0,05;10392;5,44;5,6;5,5;5,8;71
Paraguay;South America;2006;No;24,5;29,3;5,92;92;61;25,6;98;98;0,16;4049;5,91;2,2;2,2;7,1;71,9
Syrian Arab Republic;Middle East;2002;No;18,2;21,4;0,9;80;84;27;86;84;0,13;1353;17,08;6,6;6,5;4,7;73,7
Malta;European Union;2014;Yes;5,8;6,6;7,14;90;94;27,1;99;99;0,08;23286;0,43;0,8;0,8;11,1;82
Tonga;Oceania;2003;No;13,4;15,6;1,79;85;96;31,4;98;90;0,17;4020;0,1;0,1;0,1;9,2;69,8
Trinidad and Tobago;Central America and Caribbean;2003;No;23,9;27;5,44;76;73;26,2;91;91;0,4;13552;1,28;6,4;6,9;9,5;70,2
Argentina;South America;2008;No;13,7;15,3;8,42;90;88;26,9;94;93;0,15;13311;40,08;1;0,9;8,9;75
Finland;European Union;2010;Yes;2,5;3;9,72;88;92;26;99;99;0,08;43564;5,36;0,9;0,8;12,3;79,9
Spain;European Union;2005;Yes;3,8;4,7;11,92;96;92;26,2;96;96;0,09;26146;43,65;0,6;0,5;8,9;80,2
United Kingdom;Rest of Europe;2000;Yes;5,6;6,5;10,82;88;86;26,3;91;91;0,08;39229;58,89;0,7;0,5;11,7;77,7
Luxembourg;European Union;2013;Yes;2,3;2,8;11,25;94;86;26,2;99;99;0,1;105339;0,54;0,9;0,9;11,8;81,8
Madagascar;Africa;2013;No;43,4;62,7;0,85;74;64;21,2;72;74;0,2;463;22,96;7,3;7,2;6,1;64,7
Mongolia;Asia;2007;No;28,1;34,1;9,12;98;97;25;99;95;0,02;2411;2,59;2,2;2,4;8,9;66
Australia;Oceania;2004;Yes;4,8;5,8;9,84;95;85;26,6;92;92;0,05;49439;20,13;0,7;0,6;11,8;80,5
Cabo Verde;Africa;2007;No;23,3;27,8;5,4;96;95;24;98;98;0,27;2922;0,48;8,1;8;4,6;70,7
Georgia;Rest of Europe;2014;No;9,7;10,9;6,49;91;87;27,3;91;91;0,14;3903;3,72;2,7;2,8;12,6;72,7
Sri Lanka;Asia;2001;No;13,7;16;1,68;86;52;21,6;98;98;0,02;1880;18,91;15,4;15,6;10,2;72,2
Bahrain;Middle East;2006;No;8,8;10,2;1,94;98;99;25,2;98;98;0,05;22069;0,96;6,1;5,9;8,4;75,5
Ecuador;South America;2001;No;23,4;28;4,19;69;95;25,4;90;89;0,22;4299;12,91;1,6;1,5;7;73,1
Estonia;European Union;2015;Yes;2,4;3,1;16,72;91;92;26,4;93;93;0,08;17402;1,32;1,9;1,9;12,7;77,6
Algeria;Africa;2001;No;33,3;38,9;0,23;81;73;24,4;89;89;0,01;3163;31,45;6,4;6,3;6,1;71,1
El Salvador;Central America and Caribbean;2008;No;18,3;21,4;2,59;98;79;26,9;98;98;0,25;3364;6,13;1,8;1,7;6,4;70,8
Turkmenistan;Asia;2011;No;36,7;42,5;2,88;97;99;25,9;97;97;0,08;4811;5,17;3,2;3,3;9,9;66,9
Thailand;Asia;2008;No;12,8;14,9;7,54;98;91;23,6;99;99;0,27;4884;66,53;8,5;8,6;7,3;73,3
Seychelles;Africa;2007;No;11,9;13,8;7,25;99;99;26;99;99;3,5;12702;0,09;5,9;6,3;7,9;73,1
Bhutan;Asia;2014;No;28,5;34,6;0,21;99;92;23,7;98;99;0,13;2613;0,72;15,7;16,2;3,1;70
Cuba;Central America and Caribbean;2010;No;5,1;6,4;4,28;96;98;25,2;99;96;0,15;6759;11,23;3,4;3,2;11;78,3
Spain;European Union;2010;Yes;3,1;3,8;8,94;97;92;26,2;97;97;0,09;25703;46,58;0,6;0,5;9,4;81,6
Mexico;North America;2013;No;14,9;17,3;3,81;82;76;27,7;83;83;0,16;9283;118,83;1,6;1,5;8,4;74,9
Iran Islamic Rep;Middle East;2009;No;17,4;20,4;0,027;99;65;25,7;99;99;0,1;5255;72,92;7,7;7,9;8,8;73,5
Tunisia;Africa;2000;No;25;29,9;1,2;94;98;25,1;97;97;0,01;2881;9,71;6,6;6,5;4,9;73,2
Bulgaria;European Union;2003;Yes;12,5;15,1;10,92;96;89;25,5;96;96;0,02;4519;7,78;2,3;2,4;10,1;72,1
Estonia;European Union;2006;Yes;5,2;6,6;17,87;95;98;25,9;95;95;0,08;16155;1,35;2,1;2,2;12,2;72,7
Congo Rep;Africa;2011;No;41,7;59,7;1,9;70;64;22,9;69;82;1,99;2408;4,39;8;7,6;6,2;60,8
India;Asia;2001;No;64,4;88,1;0,98;67;34;20,7;58;59;0,27;781;1075;27,5;28,5;4,5;62,9
Indonesia;Asia;2003;No;36,4;45,5;0,05;64;21;21,9;80;71;0,19;2035;220,31;1,9;11;7,2;66,6
Guinea;Africa;2013;No;70,5;110,7;0,25;63;64;22,8;49;63;0,71;750;10,89;7,7;7,6;2,6;58,4
Afghanistan;Asia;2011;No;61,8;84;0,01;68;31;22,8;68;68;0,02;512;30,12;18,2;18,2;3,3;61,6
Ecuador;South America;2008;No;17,7;20,8;4,12;93;94;26,2;94;96;0,17;5281;14,54;1,3;1,2;7,9;74,7
Jordan;Middle East;2007;No;18,7;21,9;0,56;98;97;28,3;98;98;0,13;4679;6,26;3,8;3,8;9,8;72,9
Portugal;European Union;2006;Yes;3,4;4,4;11,81;97;95;25,8;97;97;0,18;19501;10,52;0,7;0,5;7,6;78,4
Guinea-Bissau;Africa;2014;No;62,1;95,7;3,07;87;64;23,3;84;87;1,59;584;1,69;7,3;7,1;2,9;56,6
Burundi;Africa;2009;No;62,9;97,1;4,49;94;57;21,3;96;94;0,59;308;8,4;7,8;7,8;2,6;56,5
Sao Tome and Principe;Central America and Caribbean;2004;No;42,1;60,4;5,92;70;71;23,9;99;96;0,75;1154;0,15;7,2;7,2;4,4;64
Belgium;European Union;2010;Yes;3,6;4,4;10,27;97;83;25,9;98;98;0,08;39778;10,9;0,9;0,9;11,1;80,2
Pakistan;Asia;2004;No;77,9;98,1;0,014;65;33;22,9;67;65;0,13;1129;156,66;21,4;21,8;4,3;63,7
Philippines;Asia;2015;No;23,4;29,6;4,52;75;57;23,1;79;60;0,1;3001;102,11;1;9,7;9,3;70,6
Poland;European Union;2014;Yes;4,3;5;10,45;96;95;26,5;94;98;0,08;12059;38,01;1,9;2,1;11,3;77,6
Georgia;Rest of Europe;2009;No;13,9;15,6;6,26;54;71;26,7;93;88;0,12;2897;3,81;2,6;2,8;12,2;71,2
Fiji;Oceania;2008;No;20,2;23,8;1,96;99;94;27;99;99;0,06;4532;0,85;4;3,7;9,4;66,5
Lithuania;European Union;2014;Yes;4;4,9;14,9;94;92;26,4;93;93;0,09;13850;2,93;2,6;2,7;13;74,5
Namibia;Africa;2005;No;39,4;70,6;1,97;83;64;23,4;86;86;8,45;3681;1,94;13,1;13,1;6;50,9
Somalia;Africa;2007;No;103;170,1;3,00E-04;42;64;22,6;40;40;0,13;250;11,08;7,3;7,1;2,1;53
Guatemala;Central America and Caribbean;2007;No;32;39,4;2,36;85;83;25,7;85;85;0,16;3574;13,48;1,3;1,3;3,9;70,4
Congo Dem Rep;Africa;2011;No;81,3;109,9;4,19;74;64;21,6;77;74;0,49;418;66,76;1,2;1;5,6;57,4
New Zealand;Oceania;2001;Yes;5,9;7,2;8,69;90;86;26,8;82;90;0,02;31745;3,88;0,3;0,3;11,6;78,7
Pakistan;Asia;2009;No;71,5;89,1;0,035;78;30;23,3;52;71;0,13;1246;175,53;2,5;2,9;4,5;65
Japan;Asia;2002;Yes;3;4,1;7,86;83;86;22,5;89;96;0,17;31416;127,45;1,7;1,4;10,9;81,6
Vietnam;Asia;2010;No;18,3;22,9;2,26;88;65;21;94;93;0,17;2016;87,97;14,5;15,4;7,5;74,8
Ethiopia;Africa;2008;No;59,8;91,6;0,32;52;64;20,2;63;54;0,44;391;82,92;11,2;1,9;2,2;59,6
Turkmenistan;Asia;2001;No;54,7;66;2,36;96;94;24,8;94;95;0,08;2363;4,56;3,6;3,5;9,9;63,8
Senegal;Africa;2007;No;48,2;79,4;0,34;94;33;22,6;93;94;0,36;1132;11,69;11;1,9;2,4;62,1
Bahrain;Middle East;2010;No;7,3;8,5;1,96;99;98;25;99;99;0,05;20982;1,24;6;5,9;8,4;76,1
Costa Rica;Central America and Caribbean;2002;No;10,1;12,1;4,16;94;86;26;94;94;0,14;7940;4,1;2,2;2,2;8;77,7
Comoros;Africa;2008;No;65,3;89,5;0,12;81;64;23,6;81;81;0,02;1183;0,66;7,2;7,1;3,7;61,1
Japan;Asia;2012;Yes;2,2;3;8,5;83;92;22,7;99;97;0,17;33518;127,63;1,9;1,7;12;83,1
Zimbabwe;Africa;2002;No;50,7;92,6;2,39;73;64;23,3;73;71;11,04;1559;11,95;1,2;1,3;6,9;43,5
Austria;European Union;2008;Yes;3,8;4,5;12,03;83;62;25,3;83;83;0,08;44440;8,32;1,7;1,9;11,5;80,4
Mali;Africa;2007;No;83,3;145,4;0,56;74;64;22,3;76;74;0,65;697;13,65;9,4;9,3;1,8;53,6
Romania;European Union;2015;Yes;7,7;9,2;9,45;90;80;26,7;89;89;0,04;8969;19,82;2,5;2,7;10,9;74,9
El Salvador;Central America and Caribbean;2004;No;22,4;26,6;2,78;90;80;26,5;90;90;0,32;3072;6,02;1,9;1,8;5,8;69,9
Eswatini;Africa;2011;No;51,5;73,4;6,89;91;92;26,4;85;91;15,78;3356;1,07;5,1;5,2;5,9;48,1
Israel;Middle East;2004;Yes;4,7;5,8;2,44;99;97;26,5;95;95;0,08;28151;6,81;1,1;1,1;12,2;80,1
Ghana;Africa;2001;No;62,1;95,7;1,85;80;55;22,7;81;79;1,66;1056;19,76;9;9;6,2;57,2
Papua New Guinea;Oceania;2010;No;44,9;57,9;0,73;56;65;25;61;67;0,37;2235;7,31;1,4;1,3;4;62
St, Lucia;Central America and Caribbean;2005;No;16;18,4;12,87;95;83;27,8;95;95;0,4;9665;0,16;4,4;4,4;7,5;74,1
Haiti;Central America and Caribbean;2015;No;52,8;69,9;2,78;64;83;25,2;64;60;0,67;1387;10,7;3,9;3,9;5,2;62,5
China;Asia;2008;No;14,8;18,5;4,27;95;95;23;99;97;0,1;4712;1324,66;4,5;4;7;73,8
Ecuador;South America;2003;No;21,5;25,4;4,04;82;95;25,7;97;87;0,2;4441;13,37;1,5;1,4;7,1;73,6
South Africa;Africa;2002;No;47,9;74,3;7,47;72;46;26,3;70;70;12,12;5116;46,15;14,5;17,1;8,5;54,3
Mozambique;Africa;2009;No;72,7;107,3;0,69;74;64;22,3;74;74;3,5;463;22,89;3,7;3,6;3,1;51,7
Bahamas;Central America and Caribbean;2010;No;13,3;15,6;9,21;98;83;27,5;97;99;0,49;32248;0,35;2,5;2,5;10,9;72,1
Kiribati;Oceania;2000;No;51,7;68,1;0,56;90;35;28,7;90;90;0,17;1554;0,08;0,2;0,2;6,8;63,1
North Macedonia;Rest of Europe;2012;No;9;10,1;3,54;98;97;26,4;97;95;0,08;4408;2,06;2,2;2,2;9,3;74,9
United Arab Emirates;Middle East;2003;No;8,9;10,3;1,57;92;92;27,4;94;94;0,13;57932;3,71;5,2;5;8,7;75
Equatorial Guinea;Africa;2002;No;101,7;147,1;7,12;46;64;22,8;45;36;3,61;8004;0,66;1,4;1,3;5,4;53,8
Denmark;European Union;2013;Yes;3,5;4,1;9,44;88;86;25,3;94;94;0,04;51832;5,61;1,1;0,9;13,2;80,3
Haiti;Central America and Caribbean;2012;No;56,4;75,6;2,43;60;83;24,8;66;67;0,78;1329;10,25;3,9;3,9;4,9;61,3
Syrian Arab Republic;Middle East;2009;No;16,1;18,8;0,76;84;82;27,6;83;80;0,13;1629;21,21;6,4;6,2;6,6;72,9
Tunisia;Africa;2008;No;16,6;19,4;1,28;99;99;25,7;99;99;0,04;3806;10,41;6,3;6,3;6,3;74,7
Italy;European Union;2003;Yes;4,1;4,8;9,3;95;83;25,5;97;96;0,09;32897;57,31;0,5;0,5;8,9;80
Samoa;Oceania;2004;No;16,6;19,4;3,62;54;45;30,9;35;55;0,17;3678;0,18;0,2;0,2;9,3;70,1
Zambia;Africa;2009;No;52,9;83,6;3,05;94;39;22,1;93;94;5,93;1134;13,22;6,7;6,6;6,5;54,1
Vietnam;Asia;2006;No;19,4;24,4;1,35;93;65;20,6;94;94;0,22;1651;84,62;15,1;15,9;6,6;74,3
Ecuador;South America;2009;No;17;19,9;4,2;91;99;26,4;91;94;0,16;5225;14,77;1,3;1,2;7,9;74,9
France;European Union;2008;Yes;3,2;4,4;12,53;47;65;25;99;98;0,11;36357;64,37;0,6;0,6;10,7;81,2
Egypt Arab Rep;Africa;2002;No;33,5;41,5;0,14;97;64;27,9;97;97;0,13;2665;71,49;3,4;3,4;5,1;69
Norway;Rest of Europe;2005;Yes;3,3;4,1;6,37;88;91;26;91;91;0,03;73037;4,62;0,8;0,7;12,4;80
Vietnam;Asia;2004;No;20,4;25,6;1,13;94;65;20,3;96;96;0,25;1462;83,06;15,4;16,1;6,2;73,9
St, Lucia;Central America and Caribbean;2010;No;17,3;19,7;10,33;97;83;28,7;97;97;0,4;10151;0,17;4,3;4,3;8,4;74,9
Samoa;Oceania;2000;No;18,1;21,2;3;89;46;30,5;98;95;0,17;3059;0,17;0,2;0,2;8,8;68,7
Latvia;European Union;2005;Yes;8,6;10,5;9,92;99;99;25,9;99;99;0,15;10528;2,24;2,5;2,5;12,1;71,4
Panama;Central America and Caribbean;2003;No;20,5;24,1;4,92;98;89;25,9;95;98;0,4;7037;3,21;2,2;2,2;8,8;75,6
Botswana;Africa;2009;No;40,1;55,3;5,36;94;83;24,1;96;96;8,27;5287;1,95;8,4;8,2;8,8;58,4
Malaysia;Asia;2012;No;6,8;8;0,55;97;99;25,3;97;97;0,16;8889;29,07;7,9;7,7;10,1;74,9
Cabo Verde;Africa;2013;No;19,2;22,5;3,73;94;89;24,4;93;93;0,26;3070;0,51;6,9;6,9;5,6;71,7
Angola;Africa;2008;No;85,5;137,7;5,19;69;64;22,6;36;69;1,41;3048;21,7;9,5;9,4;4,6;53,2
New Zealand;Oceania;2014;Yes;4,7;5,7;8,98;93;86;27,9;93;93;0,03;38002;4,52;0,4;0,3;12,2;81,4
Netherlands;European Union;2014;Yes;3,5;4,1;8,38;92;93;25,5;96;96;0,04;44522;16,87;1;0,9;12,1;81,7
Chad;Africa;2010;No;84,1;147,7;0,55;39;64;21,6;43;39;0,64;724;11,95;9,4;9,3;1,9;50,9
Nigeria;Africa;2000;No;109,8;182,9;11,47;29;64;22,3;31;29;1,39;1451;122,28;14,3;14,4;5,2;46,3
Tajikistan;Asia;2014;No;33,4;38,4;0,83;97;98;25,8;94;97;0,11;945;8,25;3,6;3,7;10,6;69,9
Saudi Arabia;Middle East;2005;No;14,2;16,5;0,054;97;97;27,8;96;96;0,13;18683;23,82;7,2;7,3;7,6;73,3
Sao Tome and Principe;Central America and Caribbean;2008;No;31,9;42,9;4,56;99;71;24,3;99;99;0,39;1353;0,17;6,5;6,4;4,7;66,4
Colombia;South America;2009;No;16,2;18,9;4,24;92;71;25,6;92;92;0,2;4993;44,75;2,2;2;7,3;75,2
Yemen Rep;Middle East;2003;No;60;81,2;0,04;38;95;22,6;61;61;0,02;2447;18,99;14;13,9;1,6;62,4
Mauritania;Africa;2012;No;58,8;90,5;0;80;64;24,7;80;80;0,17;1454;3,71;8,3;8,1;4;63,1
Jamaica;Central America and Caribbean;2008;No;16,2;18,9;3,35;92;80;26,6;91;91;0,63;5240;2,78;1,9;1,7;8,6;74,1
Burkina Faso;Africa;2002;No;87,6;170,4;5,48;86;31;21,1;69;69;0,76;462;12,29;11;1,6;1,3;51,4
Honduras;Central America and Caribbean;2009;No;20,6;24,4;2,76;97;83;25,9;97;97;0,09;2086;8,15;2,3;2,2;5,2;73,1
Belgium;European Union;2012;Yes;3,5;4,3;10,09;98;85;26;99;99;0,08;39976;11,11;0,9;0,9;11,2;80,4
Congo Rep;Africa;2010;No;43;62;1,75;74;64;22,8;72;74;2,02;2423;4,27;8,1;7,7;6,1;60,1
Panama;Central America and Caribbean;2001;No;21,4;25,4;4,9;98;88;25,7;95;99;0,4;6861;3,09;2,3;2,3;8,6;75,2
Malaysia;Asia;2000;No;8,7;10,2;0,56;97;91;23,8;98;98;0,26;6393;23,19;9,8;9,6;8,6;72,6
Spain;European Union;2000;Yes;4,4;5,4;11,61;77;92;26,1;95;95;0,11;23938;40,57;0,6;0,5;8,4;79
Guinea;Africa;2002;No;92,7;150,9;0,21;57;64;21,9;56;53;1,28;657;8,59;9,9;9,9;1,5;51,5
Grenada;Central America and Caribbean;2014;No;14;16;7,88;97;92;26,8;81;97;0,4;8601;0,11;3,8;3,8;8,6;72,5
Niger;Africa;2005;No;78,5;170,2;0,096;72;64;21,2;46;45;0,24;411;13,62;11,9;11,8;1,3;53,4
Benin;Africa;2011;No;68,3;106,7;1,47;75;83;23,2;77;75;0,46;990;9,46;7,6;7,5;2,8;59,6
New Zealand;Oceania;2010;Yes;5,1;6,1;9,62;90;86;27,6;93;93;0,04;35394;4,35;0,3;0,3;12;80,7
Jamaica;Central America and Caribbean;2010;No;15,4;18;2,94;94;56;26,9;94;94;0,58;4889;2,81;1,8;1,7;8,9;74
Mexico;North America;2003;No;21;24,9;5,01;98;96;27;98;98;0,15;8587;103,08;1,9;1,8;7,1;75,1
Cote d'Ivoire;Africa;2015;No;65,7;90,8;1,54;83;64;23,7;81;83;0,63;1973;23,23;5,5;5,5;5;56,1
Lao PDR;Asia;2012;No;47,6;61,9;6,33;79;65;22,4;78;79;0,16;1795;6,44;9,1;9,2;5;65,3
Romania;European Union;2000;Yes;18,1;21,6;9;98;96;24,8;99;99;0,05;4549;22,44;4;4,3;9,9;71,2
Denmark;European Union;2011;Yes;3,4;4,1;10,45;88;86;25,3;91;91;0,04;51644;5,57;1,1;0,9;12,7;79,8
Kiribati;Oceania;2010;No;49,3;64,4;0,49;91;21;29,6;95;91;0,17;1366;0,1;0,1;0,1;7,9;65,8
Poland;European Union;2012;Yes;4,7;5,4;10,21;97;95;26,3;95;99;0,08;11520;38,06;2;2,1;11,7;76,7
St Vincent and the Grenadines;Central America and Caribbean;2013;No;16,2;18;6,96;97;83;26,9;97;97;0,4;6965;0,11;3,5;3,4;8,6;71,9
Burundi;Africa;2004;No;82,3;131,9;6,24;83;57;20,9;76;83;0,95;303;7,13;8,4;8,4;2,2;52,5
Angola;Africa;2004;No;105,7;175,1;2,41;67;64;22,2;18;40;1,45;2168;18,76;1,2;1,1;4,4;49,3
Kyrgyz Republic;Asia;2003;No;37,1;43,1;6,35;99;65;25;98;98;0,06;786;5,04;3,5;3,5;10;68,3
Colombia;South America;2001;No;20,6;24,3;4,31;80;83;24,9;83;80;0,23;3966;40,26;2,5;2,3;6,5;73,2
Benin;Africa;2010;No;69,6;109;1,35;76;83;23,1;77;76;0,5;989;9,2;7,8;7,6;2,8;59,3
Cote d'Ivoire;Africa;2005;No;85,2;125,6;0,85;76;64;23,1;87;76;2,33;1565;18,35;7,2;7,1;3,7;50,1
Myanmar;Asia;2003;No;60,7;82,3;0,61;74;63;21,5;86;78;0,5;427;48,15;13,3;13,6;3,4;61
Denmark;European Union;2008;Yes;3,7;4,4;10,7;88;87;25,2;88;88;0,04;53345;5,49;1,1;0,9;12,9;78,4
Lebanon;Middle East;2011;No;8,3;9,7;1,3;81;70;27,2;79;81;0,03;8754;5,2;4,7;4,7;8;78,5
Israel;Middle East;2010;Yes;3,7;4,6;2,78;97;93;26,9;95;95;0,08;32505;7,62;1,2;1,1;12,6;81,6
Indonesia;Asia;2013;No;25;30;0,09;85;76;22,8;92;85;0,18;3104;251,81;1,5;1,3;7,8;70,2
Angola;Africa;2010;No;75,9;120,4;7,58;77;64;22,8;56;77;1,33;2994;23,36;9,1;9;4,7;55,4
Tunisia;Africa;2007;No;17,2;20,2;1,17;98;98;25,7;98;98;0,04;3691;10,3;6,3;6,3;6,1;74,6
Algeria;Africa;2000;No;33,9;39,7;0,25;81;78;24,3;86;86;0,01;3111;31,04;6,5;6,4;5,9;70,6
Rwanda;Africa;2010;No;44;63,8;7,13;97;87;21,7;93;97;1,04;599;10,04;6,5;6,3;3,8;63,4
Indonesia;Asia;2001;No;39,4;49,8;0,06;62;25;21,7;77;76;0,11;1909;214,43;11;11,1;6,9;66
Australia;Oceania;2000;Yes;5,1;6,2;10,17;95;85;26,2;90;90;0,04;45559;19,15;0,7;0,7;11,9;79,2
Iraq;Middle East;2002;No;34,3;42,6;0,17;65;48;27,2;76;77;0,13;3819;24,93;5,5;5,3;5,4;68,8
Oman;Middle East;2010;No;10,1;11,7;0,51;99;99;25,9;99;99;0,05;20640;3,04;6,9;6,8;7,9;75,7
Paraguay;South America;2000;No;27,9;33,9;5,64;89;55;24,9;86;86;0,18;3904;5,32;2,5;2,4;5,9;70,5
Qatar;Middle East;2006;No;8,7;10,1;1,13;96;87;28,1;95;96;0,05;61522;1,02;4,9;4,5;9,2;78,4
Madagascar;Africa;2014;No;42,3;60,8;0,87;73;64;21,2;71;73;0,22;465;23,59;7,2;7,1;6,1;65,1
Comoros;Africa;2010;No;62,2;84,6;0,13;74;64;23,8;82;74;0,02;1208;0,69;7,1;6,9;4,2;61,9
Belize;Central America and Caribbean;2002;No;18,9;22,2;4,92;97;88;27,6;93;89;1,38;4448;0,26;3,7;3,6;10,2;69,3
Australia;Oceania;2014;Yes;3,4;4;9,9;91;93;27,1;92;92;0,04;56306;23,48;0,6;0,6;12,7;82,3
Pakistan;Asia;2012;No;67;82,8;0,03;72;42;23,6;64;72;0,13;1262;187,28;19,8;2,2;4,8;65,8
Grenada;Central America and Caribbean;2009;No;12,8;14,9;8,55;99;78;26,3;99;99;0,4;8133;0,11;3,8;3,8;8,2;73
Kenya;Africa;2000;No;59,9;98,5;1,51;77;28;22;80;82;4,78;1146;31,96;9,2;9,1;5,3;50,9
Montenegro;Rest of Europe;2005;No;9,2;10,5;10,3;91;96;25,7;92;92;0,03;5013;0,61;2,3;2,3;10,5;74
Burkina Faso;Africa;2015;No;59,6;100,9;7,03;91;50;22,1;91;91;0,16;653;18,11;8;7,5;1,4;59,9
Cuba;Central America and Caribbean;2003;No;6,3;7,9;4,39;99;78;24,8;98;72;0,13;4419;11,23;3,5;3,3;9,8;77,3
Liberia;Africa;2007;No;80,8;114;4,05;58;64;23,6;67;65;3,5;609;3,46;7,9;7,8;3,9;57,4
Ecuador;South America;2015;No;13,2;15,4;3,69;78;76;27,1;84;78;0,16;6124;16,21;1,2;1,1;8,4;76,1
Australia;Oceania;2008;Yes;4,4;5,2;10,76;94;80;26,8;92;92;0,05;53339;21,25;0,7;0,6;12,3;81,4
Ecuador;South America;2000;No;24,7;29,5;4,01;36;95;25,3;83;87;0,23;4209;12,68;1,6;1,5;7;72,8
Norway;Rest of Europe;2012;Yes;2,5;3;6,21;88;91;26,5;95;95;0,04;73179;5,02;0,7;0,7;12,6;81,5
India;Asia;2011;No;43;55;2,95;44;27;21,4;79;82;0,09;1293;1250,29;26,9;27,7;5,4;67,1
Tanzania;Africa;2000;No;78,9;129,7;5,96;92;64;22,1;64;79;4,43;568;33,5;8,3;8,3;4,2;50,8
Morocco;Africa;2003;No;39;45,9;0,48;90;92;24,9;91;91;0,06;1995;29,78;6,6;6,4;3,7;70,4
Mexico;North America;2011;No;15,9;18,5;4;98;97;27,6;97;97;0,16;9076;115,7;1,6;1,6;8,4;75
United Kingdom;Rest of Europe;2007;Yes;4,9;5,8;11,06;88;86;26,8;92;92;0,08;44576;61,32;0,7;0,5;12,6;79,4
Colombia;South America;2007;No;17,2;20,2;4,54;93;93;25,4;93;93;0,21;4890;43,74;2,3;2,1;7,2;74,7
Guyana;South America;2009;No;31,1;38,2;5,87;98;84;25,7;97;98;0,68;4682;0,75;5,6;5,4;8;67,8
Ireland;European Union;2008;Yes;3,8;4,4;12,18;95;86;27;93;93;0,07;48314;4,49;0,3;0,2;12;80,1
Samoa;Oceania;2001;No;17,6;20,6;3,42;89;46;30,6;88;85;0,17;3268;0,18;0,2;0,2;8,9;69,1
Turkmenistan;Asia;2004;No;46,7;55,2;2,58;96;90;25,1;98;97;0,08;2492;4,7;3,4;3,4;9,9;64,7
Jamaica;Central America and Caribbean;2004;No;17,3;20,3;3,32;98;95;26,1;97;98;0,83;5121;2,73;1,9;1,8;8;74,1
Mexico;North America;2014;No;14,4;16,8;3,94;84;95;27,8;87;87;0,16;9426;120,36;1,6;1,5;8,4;74,9
Thailand;Asia;2003;No;16,2;18,9;6,07;96;92;23,1;98;98;0,47;4038;64,55;9,1;9,3;6,7;71,4
Mozambique;Africa;2008;No;75,6;112,9;0,74;75;64;22,2;74;75;3,5;448;22,28;3,7;3,7;3,1;51,3
Venezuela;South America;2001;No;17,8;20,9;8,15;53;83;26,3;87;70;0,4;4987;24,65;1,8;1,7;6,4;72,3
Saudi Arabia;Middle East;2011;No;9,9;11,5;0;98;97;28,1;98;98;0,13;19813;28,27;7,4;7,4;9,1;74,1
Latvia;European Union;2000;Yes;11,5;14,2;7,13;95;90;25,6;96;96;0,25;6727;2,37;2,8;2,8;9,5;70,3
Timor-Leste;Oceania;2015;No;42,8;50,2;0,41;76;64;21,2;75;76;0,1;1333;1,2;1,9;11,1;4,5;68,5
Myanmar;Asia;2012;No;45,4;58,6;1,24;58;80;22,3;87;84;0,32;1017;51,41;13;13,2;4,5;64,5
Czechia;European Union;2006;Yes;3,4;4,1;13,58;98;98;26,7;98;98;0,08;15949;10,24;2;2,1;12,1;76,5
Iceland;Rest of Europe;2002;Yes;2,9;3,7;6,53;88;90;25,6;95;95;0,03;43143;0,29;1;0,9;9,7;80,5
Australia;Oceania;2007;Yes;4,5;5,4;10,56;94;89;26,8;92;92;0,05;52539;20,83;0,7;0,6;12;81,3
Chad;Africa;2001;No;98,2;180,5;0,34;27;64;21;26;26;1,27;403;8,68;11,3;11,2;1,4;47,8
Tunisia;Africa;2012;No;15,2;17,7;1,35;97;96;26;97;97;0,04;3959;10,85;6,4;6,3;6,8;75,4
