Country;Region;Year;Economy_status_Developed;Infant_deaths;Under_five_deaths;Alcohol_consumption;Hepatitis_B_alt;Measles_alt;Polio_alt;Diphtheria_alt;BMI;Incidents_HIV;GDP_per_capita;Population_mln;Thinness_ten_nineteen_years;Thinness_five_nine_years;Schooling;Life_expectancy
Slovenia;European Union;2014;Yes;2.2;2.7;10.92;elevada;alta;alta;alta;26.4;0.01;20454;2.06;1.4;1.4;11.9;81.1
Liberia;Africa;2014;No;66;92.1;3.02;moderada;moderada;moderada;moderada;24;3.5;740;4.36;6.7;6.5;4.4;61.7
Estonia;European Union;2002;Yes;7.3;9.3;12.16;alta;alta;alta;alta;25.6;0.08;11417;1.38;2.3;2.4;11.9;70.9
India;Asia;2003;No;60;81.1;1.17;moderada;baixa;moderada;moderada;20.9;0.19;845;1111.52;27.3;28.3;4.7;63.7
Bhutan;Asia;2008;No;38;47.8;0.16;alta;elevada;alta;alta;23.1;0.17;1909;0.67;17.1;17.8;2.3;67.3
Croatia;European Union;2001;Yes;6.9;8;13.69;alta;alta;alta;alta;25.7;0.01;9428;4.3;2;2;9.8;74.5
Australia;Oceania;2015;Yes;3.3;3.9;9.68;alta;alta;alta;alta;27.1;0.04;56707;23.82;0.6;0.6;12.8;82.4
St Vincent and the Grenadines;Central America and Caribbean;2000;No;19.2;22.2;5.13;alta;elevada;alta;alta;25.5;0.4;5339;0.11;4;3.9;7.6;70.8
Egypt Arab Rep;Africa;2015;No;19.8;23.3;0.18;alta;moderada;alta;alta;29.5;0.13;3563;92.44;2.8;2.8;7.1;71.3
Zambia;Africa;2000;No;90.2;155.9;2.82;elevada;baixa;elevada;elevada;21.5;9.75;774;10.42;7.5;7.5;5.9;44
Zambia;Africa;2004;No;67.1;115.2;2.75;elevada;baixa;elevada;elevada;21.8;8.23;879;11.55;7.2;7.1;6.2;47.4
Brazil;South America;2009;No;17.5;19.5;6.95;alta;moderada;alta;alta;25.7;0.25;8169;193.89;3;2.9;6.8;73.3
Belgium;European Union;2003;Yes;4.3;5.2;11.28;moderada;elevada;alta;alta;25.6;0.08;36617;10.38;0.8;0.8;10.4;78.1
Mauritius;Africa;2009;No;12.5;14.6;2.8;alta;elevada;alta;alta;24.9;1.04;7508;1.25;7.3;7.3;8;72.9
Hungary;European Union;2002;Yes;7.6;9;13.28;elevada;alta;alta;alta;26.1;0.08;9829;10.16;2.2;2.2;10.3;72.3
Moldova;Rest of Europe;2004;No;18.3;21.5;7.61;alta;alta;alta;alta;26.2;0.35;1770;2.9;3.2;3.4;10.1;67.7
Cote d'Ivoire;Africa;2010;No;74.7;106.3;1.12;elevada;moderada;elevada;elevada;23.5;1.24;1687;20.53;6.3;6.2;4.2;53
Denmark;European Union;2005;Yes;4.2;5;11.26;elevada;alta;alta;alta;25.1;0.04;51836;5.42;1.2;1;12.8;77.8
Georgia;Rest of Europe;2015;No;9.4;10.5;6.95;alta;alta;alta;alta;27.5;0.14;4014;3.73;2.7;2.8;12.7;73
United Arab Emirates;Middle East;2001;No;9.3;10.9;1.62;alta;alta;alta;alta;27.2;0.13;58422;3.3;5.3;5.1;8.4;74.5
New Zealand;Oceania;2000;Yes;6.1;7.4;8.83;alta;elevada;elevada;alta;26.7;0.02;30863;3.86;0.3;0.3;11.6;78.6
Barbados;Central America and Caribbean;2007;No;14.2;15.4;8.07;alta;alta;alta;alta;27.1;0.49;18205;0.28;3.9;3.9;9.3;78.1
Lesotho;Africa;2005;No;74;116.1;1.94;elevada;moderada;elevada;elevada;24.3;16.19;836;2;9.3;9.2;5.3;42.7
United Kingdom;Rest of Europe;2002;Yes;5.4;6.3;11.33;elevada;elevada;alta;alta;26.5;0.08;40563;59.37;0.7;0.5;11.9;78.1
Ghana;Africa;2003;No;58;88.5;1.91;elevada;moderada;elevada;elevada;22.9;1.48;1105;20.75;8.6;8.5;6.3;57.8
India;Asia;2002;No;62.1;84.5;1.08;moderada;baixa;moderada;moderada;20.8;0.22;797;1093.32;27.4;28.4;4.6;63.3
Iceland;Rest of Europe;2001;Yes;3.1;3.9;6.32;elevada;alta;alta;alta;25.6;0.02;43288;0.28;1;0.9;9.6;80.7
Japan;Asia;2001;Yes;3.1;4.3;8.01;elevada;elevada;elevada;alta;22.5;0.17;31476;127.15;1.7;1.4;10.8;81.4
Georgia;Rest of Europe;2003;No;25.5;28.8;2.79;baixa;moderada;elevada;elevada;26.1;0.05;1984;3.95;2.9;3;12;70.3
Ethiopia;Africa;2013;No;47.3;69.6;0.57;elevada;moderada;elevada;elevada;20.5;0.25;556;95.39;1.6;1.4;2.5;64
North Macedonia;Rest of Europe;2001;No;13.2;14.8;4.4;elevada;alta;alta;alta;25.7;0.08;3169;2.03;2.8;2.8;6.8;73.4
Tunisia;Africa;2006;No;17.9;21;1.32;alta;alta;alta;alta;25.6;0.03;3494;10.2;6.3;6.3;5.9;74.4
Montenegro;Rest of Europe;2012;No;4.6;5.5;9.37;alta;alta;alta;alta;26.2;0.03;5996;0.62;1.9;1.9;11.2;76.2
St, Lucia;Central America and Caribbean;2013;No;18.5;20.9;8.93;alta;elevada;alta;alta;29.4;0.4;10148;0.18;4.3;4.3;8.4;75.3
Liberia;Africa;2005;No;90.7;129.6;4.2;moderada;moderada;moderada;moderada;23.4;3.5;554;3.22;8.3;8.3;3.8;55.4
Guatemala;Central America and Caribbean;2011;No;27.6;33.4;2.05;elevada;elevada;elevada;elevada;26.1;0.05;3689;14.52;1.2;1.2;5.3;71.9
Fiji;Oceania;2003;No;19.2;22.5;2.07;alta;elevada;alta;alta;26.5;0.04;4339;0.82;4.2;3.9;9.3;66.2
Nigeria;Africa;2006;No;92.3;150.1;11.18;baixa;moderada;baixa;baixa;22.8;0.95;2013;142.54;12.6;12.6;5.2;48.8
Namibia;Africa;2012;No;37.9;50.5;2.37;elevada;moderada;elevada;elevada;23.9;5.38;4421;2.19;9.5;9.4;6.4;59.4
Cameroon;Africa;2002;No;83.7;137.5;4.54;elevada;moderada;moderada;moderada;23.3;3.58;1144;16.36;7.4;7.5;5.1;51.5
Vanuatu;Oceania;2010;No;24.3;29.1;1.36;moderada;moderada;elevada;moderada;25.9;0.17;2856;0.24;1.5;1.4;6.7;69.1
Hungary;European Union;2004;Yes;6.7;7.9;13.28;elevada;alta;alta;alta;26.2;0.08;10797;10.11;2.1;2.1;10.6;72.6
Guinea;Africa;2003;No;89.5;144.9;0.18;moderada;moderada;moderada;moderada;22;1.22;653;8.75;9.7;9.7;1.5;51.9
Cyprus;European Union;2012;Yes;2.6;3.1;10.58;alta;elevada;alta;alta;26.8;0.06;24217;1.14;0.9;1;11.8;79.8
Bosnia and Herzegovina;Rest of Europe;2000;No;8.7;9.9;3.87;alta;elevada;elevada;elevada;24.8;0.08;2848;3.75;3.3;3.2;7;74.4
Luxembourg;European Union;2008;Yes;2.4;3;11.99;alta;elevada;alta;alta;26;0.09;110095;0.49;0.9;0.9;11.7;80.5
Bosnia and Herzegovina;Rest of Europe;2007;No;7.2;8.3;5.03;alta;alta;alta;alta;25.2;0.08;3910;3.76;2.8;2.8;7.5;75.5
Vanuatu;Oceania;2013;No;24.3;29.1;1.61;moderada;moderada;elevada;moderada;26;0.17;2751;0.26;1.5;1.4;6.8;69.6
Seychelles;Africa;2014;No;12.6;14.7;8.44;alta;alta;alta;alta;26.6;3.5;14672;0.09;5.7;6;9.4;73.2
Bahamas;Central America and Caribbean;2015;No;12;14;9.27;alta;elevada;alta;alta;27.9;0.34;31699;0.37;2.5;2.5;11.1;73.1
Trinidad and Tobago;Central America and Caribbean;2001;No;24.5;27.7;4.7;elevada;elevada;alta;alta;26;0.4;11074;1.27;6.6;7.1;9.3;69.7
Suriname;South America;2015;No;18.2;20.3;4.75;elevada;baixa;elevada;elevada;26.5;0.47;9168;0.56;3.5;3.5;8.4;71.2
Luxembourg;European Union;2015;Yes;2.3;2.8;11.37;alta;elevada;alta;alta;26.3;0.1;105462;0.57;1;0.9;12;82.3
Comoros;Africa;2011;No;60.5;82;0.11;elevada;moderada;elevada;elevada;23.9;0.02;1228;0.71;7;6.8;4.4;62.2
Russian Federation;Rest of Europe;2003;No;12.9;16.1;11.32;alta;alta;alta;alta;25.9;0.08;6370;144.65;2.6;2.8;11.4;65
Finland;European Union;2007;Yes;2.8;3.5;10.45;elevada;alta;alta;alta;25.9;0.08;46213;5.29;0.9;0.8;12;79.3
Portugal;European Union;2010;Yes;3.1;3.8;11.26;alta;alta;alta;alta;25.8;0.16;19670;10.57;0.7;0.5;8.1;79
Jordan;Middle East;2005;No;19.7;23.2;0.51;alta;alta;alta;alta;28.2;0.13;4341;5.77;3.9;3.8;9.7;72.6
Kazakhstan;Asia;2009;No;20;22.5;3.16;alta;alta;alta;alta;26;0.11;8488;16.09;2.3;2.5;11.5;68.4
Equatorial Guinea;Africa;2014;No;69.9;96.8;8.64;moderada;moderada;moderada;baixa;23.9;4.04;12927;1.12;8.5;8.4;5.5;57
Lithuania;European Union;2012;Yes;4.2;5.2;14.97;alta;alta;alta;alta;26.4;0.09;12679;2.99;2.7;2.7;11.7;73.9
Gambia;Africa;2012;No;43.2;67.7;2.74;alta;moderada;alta;alta;23.6;1.08;685;1.91;7.8;7.7;3.1;60.2
Iceland;Rest of Europe;2009;Yes;2.2;2.8;7.24;elevada;alta;alta;alta;26;0.05;49527;0.32;0.9;0.9;10.5;81.8
Antigua and Barbuda;Central America and Caribbean;2013;No;7.1;8.5;9.43;alta;elevada;alta;alta;26.4;0.2;13554;0.09;3.3;3.3;9.2;76.2
Egypt Arab Rep;Africa;2014;No;20.5;24.3;0.19;alta;moderada;alta;alta;29.3;0.13;3490;90.42;2.8;2.8;7;71.1
United States;North America;2008;Yes;6.5;7.6;8.74;alta;elevada;alta;alta;28.4;0.13;53854;304.09;0.7;0.6;13.2;78
Libya;Africa;2015;No;11.4;13.3;0.01;alta;alta;alta;alta;28;0.08;7590;6.42;5.8;5.5;7.3;72.1
Romania;European Union;2012;Yes;9.5;11.2;9.66;alta;alta;alta;alta;26.3;0.04;8005;20.06;2.8;3;10.9;74.4
Lebanon;Middle East;2008;No;9.8;11.4;1.57;elevada;moderada;elevada;elevada;27;0.03;7961;4.76;4.7;4.7;7.8;77.9
Congo Rep;Africa;2006;No;53.1;79.8;1.3;elevada;moderada;elevada;elevada;22.5;2.15;2269;3.75;8.7;8.3;5.9;56.6
Sweden;European Union;2005;Yes;3;3.6;6.53;moderada;alta;alta;alta;25.5;0.08;45990;9.03;1.3;1.3;12.4;80.5
Niger;Africa;2010;No;61.9;121.9;0.11;elevada;moderada;elevada;elevada;21.5;0.08;443;16.46;1.7;1.6;1.4;57.3
Nicaragua;Central America and Caribbean;2009;No;21.1;24.9;3.32;alta;elevada;alta;alta;26.6;0.12;1630;5.75;1.9;1.8;5.9;72.2
Denmark;European Union;2000;Yes;4.7;5.7;11.68;elevada;elevada;alta;alta;24.9;0.04;49242;5.34;1.3;1;10.7;76.6
Ghana;Africa;2004;No;56.4;85.6;0.55;elevada;moderada;elevada;elevada;23.1;1.39;1139;21.27;8.4;8.3;6.4;58.2
Libya;Africa;2006;No;18.6;21.7;0.011;alta;alta;alta;alta;27.3;0.08;13386;5.89;5.5;5.4;6.6;72.1
Timor-Leste;Oceania;2002;No;76.8;96.5;0.48;elevada;moderada;baixa;moderada;20;0.04;980;0.92;12.1;12.1;2.9;60.9
Israel;Middle East;2007;Yes;4.1;5.1;2.46;alta;alta;alta;alta;26.7;0.08;31208;7.18;1.1;1.1;12.5;80.5
Peru;South America;2013;No;13.3;17.1;5.27;elevada;moderada;elevada;elevada;26.3;0.12;6030;29.77;1.1;1.1;8.8;75.3
Trinidad and Tobago;Central America and Caribbean;2005;No;23;25.9;5.75;alta;elevada;alta;alta;26.5;0.4;15383;1.3;6.3;6.7;10;70.7
Maldives;Asia;2010;No;11.9;13.9;1.58;alta;alta;alta;alta;24.6;0.17;8522;0.37;14;14.1;4.9;75.9
El Salvador;Central America and Caribbean;2014;No;13.8;16.1;2.45;alta;elevada;alta;alta;27.5;0.19;3636;6.3;1.6;1.6;6.5;72.2
Malawi;Africa;2006;No;61.6;104.2;1.94;alta;moderada;alta;alta;22.2;5.99;295;12.97;7.3;7.1;3.6;49.1
Denmark;European Union;2002;Yes;4.6;5.5;11.32;elevada;alta;alta;alta;25;0.04;49542;5.38;1.2;1;12.1;76.9
United States;North America;2015;Yes;5.8;6.8;8.78;alta;elevada;alta;alta;28.8;0.12;56763;320.74;0.8;0.6;13.3;78.7
Albania;Rest of Europe;2010;No;11.8;13.3;4.88;alta;alta;alta;alta;26.1;0.03;3577;2.91;1.4;1.5;9.3;76.6
Kazakhstan;Asia;2004;No;29;33.1;6.23;alta;alta;alta;elevada;25.7;0.06;6581;15.01;2.5;2.6;11.5;66.1
Burundi;Africa;2011;No;56.3;85.5;4.56;alta;moderada;alta;alta;21.4;0.45;316;8.96;7.6;7.6;2.6;57.9
Niger;Africa;2006;No;74.8;159.3;0.1;elevada;moderada;moderada;moderada;21.3;0.22;420;14.14;11.6;11.5;1.3;54.2
Latvia;European Union;2014;Yes;4.6;5.5;10.6;alta;elevada;alta;alta;26.5;0.28;13163;1.99;2.2;2.2;12.9;74.1
Maldives;Asia;2011;No;11.1;12.9;1.69;alta;alta;alta;alta;24.7;0.17;8893;0.38;13.9;14;5.2;76.3
Venezuela;South America;2009;No;14.6;17;7.75;elevada;elevada;elevada;elevada;26.6;0.4;11765;28.03;1.6;1.5;8.3;73.1
Croatia;European Union;2000;Yes;7.2;8.3;13.24;alta;alta;alta;alta;25.6;0.01;8806;4.47;2.1;2.1;9.4;72.8
United Kingdom;Rest of Europe;2010;Yes;4.4;5.2;10.01;elevada;elevada;alta;alta;27;0.08;42488;62.77;0.8;0.5;13.2;80.4
Argentina;South America;2010;No;12.9;14.5;8.15;alta;alta;alta;alta;27.1;0.14;13551;40.79;1;0.9;9.8;75.3
Argentina;South America;2015;No;10.2;11.5;8.49;alta;elevada;alta;alta;27.6;0.13;13789;43.13;1;0.9;9.8;76.1
Chile;South America;2005;No;7.7;9.1;7.57;alta;alta;alta;alta;27;0.15;10210;16.18;0.9;1;9.5;77.6
Mauritania;Africa;2008;No;63.8;101.1;0.018;elevada;moderada;elevada;elevada;24.4;0.24;1462;3.3;9.2;8.9;3.6;62
Luxembourg;European Union;2006;Yes;2.6;3.2;12.5;alta;elevada;alta;alta;25.9;0.08;105614;0.47;0.9;0.9;11.5;79.3
Indonesia;Asia;2009;No;29;35.2;0.074;elevada;moderada;elevada;elevada;22.4;0.21;2595;238.62;1.7;1.6;7.4;68.9
South Africa;Africa;2008;No;43;68.9;7.46;elevada;moderada;elevada;elevada;26.8;10.58;6171;49.78;8.9;1.7;9.7;55.4
Syrian Arab Republic;Middle East;2004;No;17.2;20.1;0.61;elevada;elevada;elevada;elevada;27.2;0.13;1486;17.83;6.5;6.3;5.4;74.3
United States;North America;2006;Yes;6.7;7.9;8.63;alta;elevada;alta;alta;28.2;0.13;53738;298.38;0.7;0.6;12.8;77.7
Gabon;Africa;2013;No;37.9;54.9;7.57;elevada;moderada;elevada;elevada;25;1.37;7305;1.82;6.2;6.1;8.1;63.6
Syrian Arab Republic;Middle East;2011;No;16.7;20.1;0.6;moderada;elevada;moderada;elevada;27.8;0.13;1773;21.08;6.3;6.1;6.3;71.3
Namibia;Africa;2000;No;45;75.8;2.65;elevada;moderada;elevada;elevada;22.9;11.85;3125;1.79;15.7;15.9;5.6;52.2
Bhutan;Asia;2015;No;27.4;33.1;0.04;alta;alta;alta;alta;23.8;0.13;2753;0.73;15.4;16;3.1;70.4
Niger;Africa;2013;No;55;102.7;0.09;moderada;moderada;moderada;moderada;21.7;0.07;470;18.5;1;9.9;1.7;59.5
Maldives;Asia;2000;No;31.7;39;1.99;alta;elevada;alta;alta;23.1;0.17;6982;0.28;14.8;14.8;3;70.2
Turkiye;Middle East;2009;No;16.6;19.5;1.52;alta;moderada;alta;alta;27.4;0.08;7942;71.32;4.9;4.8;6.5;74.1
Turkmenistan;Asia;2008;No;39.1;45.5;2.12;alta;alta;alta;alta;25.6;0.08;3795;4.94;3.2;3.3;9.9;66
Sierra Leone;Africa;2007;No;117.6;182;3.67;moderada;moderada;moderada;moderada;22.5;1.32;501;5.99;8.9;8.9;2.8;46.5
Micronesia Fed Sts;Oceania;2010;No;27.4;33.1;1.75;elevada;moderada;elevada;elevada;29.3;0.17;3085;0.1;0.2;0.2;7.2;66.5
Tanzania;Africa;2006;No;55.8;88.8;6.09;alta;moderada;alta;alta;22.5;3.27;717;39.55;7.6;7.5;4.8;55.1
Thailand;Asia;2002;No;17;19.9;5.86;alta;elevada;alta;alta;23;0.53;3795;64.07;9.2;9.5;6.5;71.1
Tunisia;Africa;2011;No;15.5;18;1.25;alta;alta;alta;alta;25.9;0.04;3836;10.74;6.4;6.3;6.9;75.2
Timor-Leste;Oceania;2014;No;44.3;52.1;0.41;elevada;moderada;elevada;elevada;21.1;0.1;1321;1.17;1.9;11.1;4.5;68.2
Syrian Arab Republic;Middle East;2014;No;27.7;47;0.19;baixa;baixa;moderada;baixa;28.1;0.13;973;18.71;6.3;6.1;5.6;69.8
Bangladesh;Asia;2010;No;38.9;49.1;0;alta;moderada;alta;alta;21.1;0.01;973;147.58;18.9;19.4;4.9;69.9
New Zealand;Oceania;2004;Yes;5.6;6.7;9.17;elevada;elevada;elevada;elevada;27.1;0.03;34310;4.09;0.3;0.3;11.6;79.5
Sweden;European Union;2014;Yes;2.4;2.9;7.2;moderada;alta;alta;alta;26;0.08;49855;9.7;1.5;1.3;12.3;82.3
Ethiopia;Africa;2002;No;80.3;128.3;0.16;moderada;moderada;moderada;baixa;20;0.95;272;70.14;11.7;11.6;1.7;53.3
Malawi;Africa;2003;No;76.8;131.6;1.22;elevada;moderada;elevada;elevada;22;7.52;279;12;7.6;7.5;3.3;46.1
Cyprus;European Union;2015;Yes;2.4;2.9;9.59;alta;elevada;alta;alta;26.8;0.06;23408;1.16;1;1;11.9;80.4
Jamaica;Central America and Caribbean;2005;No;17;19.9;3.36;alta;alta;alta;alta;26.2;0.79;5138;2.74;1.9;1.7;8.1;74.1
Jordan;Middle East;2014;No;15.4;17.9;0.35;alta;alta;alta;alta;28.8;0.13;4221;8.92;3.9;3.9;10.1;74
Georgia;Rest of Europe;2000;No;31.9;36.6;3.29;moderada;moderada;elevada;elevada;25.8;0.02;1567;4.08;3.1;3.1;11.7;69.9
Mexico;North America;2008;No;17.6;20.6;4.27;alta;alta;alta;alta;27.4;0.16;9181;110.82;1.7;1.6;8;75.2
Turkmenistan;Asia;2005;No;44.4;52.3;2.63;alta;alta;alta;alta;25.2;0.08;2787;4.75;3.4;3.4;9.9;65
Cyprus;European Union;2008;Yes;3.1;3.7;12.03;alta;elevada;alta;alta;26.7;0.05;27447;1.08;0.9;1;11.3;79.1
Belgium;European Union;2000;Yes;4.8;5.8;11.21;moderada;elevada;alta;alta;25.5;0.08;35675;10.25;0.8;0.8;10;77.7
Uganda;Africa;2002;No;79.2;131.6;11.64;moderada;moderada;moderada;moderada;21.3;4.31;555;25.17;6.8;6.8;4.2;48.3
Cabo Verde;Africa;2015;No;16.7;19.5;4.54;alta;alta;alta;alta;24.5;0.26;3043;0.52;6.6;6.6;5.9;72.1
Morocco;Africa;2013;No;22.6;26.3;0.46;alta;elevada;alta;alta;25.7;0.04;2755;33.72;6.4;6.2;4.8;75.2
Somalia;Africa;2011;No;93.8;152.8;0;baixa;moderada;baixa;baixa;22.9;0.13;313;12.38;6.9;6.7;2.1;54.3
Qatar;Middle East;2007;No;8.4;9.8;1.16;alta;alta;alta;alta;28.2;0.05;60927;1.22;4.9;4.5;9.6;78.6
Bolivia;South America;2007;No;38.7;49.8;3.38;elevada;elevada;elevada;elevada;25.5;0.19;2314;9.56;1.3;1.2;7.1;66.4
Lao PDR;Asia;2015;No;42.1;53.8;7.09;elevada;moderada;elevada;elevada;22.8;0.15;2140;6.74;8.8;8.9;5.1;66.5
Nepal;Asia;2004;No;48.2;62.7;0.23;baixa;moderada;elevada;elevada;21.1;0.17;603;25.42;17.8;18.4;2.7;64.7
Botswana;Africa;2008;No;40.3;57.6;7.52;alta;elevada;alta;alta;24.1;9.09;5838;1.92;8.8;8.6;8.6;56.7
Nigeria;Africa;2007;No;89.8;145.6;11.04;baixa;moderada;moderada;baixa;22.8;0.88;2090;146.34;12.3;12.3;5.2;49.4
Belarus;Rest of Europe;2008;No;5.1;6.6;14.58;alta;alta;alta;alta;26.2;0.2;5181;9.53;2.1;2.3;11.3;70.5
Turkiye;Middle East;2006;No;20.5;24.3;1.39;elevada;moderada;alta;alta;27.2;0.08;8174;68.76;5;4.8;6.1;72.8
Guinea-Bissau;Africa;2004;No;92.6;150.7;3.56;elevada;moderada;moderada;moderada;22.5;3.12;552;1.31;9.4;9.3;2.3;51.9
United Kingdom;Rest of Europe;2009;Yes;4.6;5.4;9.98;elevada;elevada;alta;alta;26.9;0.08;41929;62.28;0.8;0.5;13.1;80.1
Lithuania;European Union;2009;Yes;5.4;6.7;12.97;alta;alta;alta;alta;26.3;0.08;10700;3.16;2.8;2.9;11.5;72.9
Singapore;Asia;2011;No;2.2;2.8;1.89;alta;alta;alta;alta;23.6;0.1;50714;5.18;2.1;2.1;11.2;81.7
Gabon;Africa;2009;No;42.9;64.2;8.12;elevada;moderada;elevada;elevada;24.6;2.03;6635;1.57;6.7;6.5;7.4;60.6
Belize;Central America and Caribbean;2012;No;15.2;17.7;6.35;alta;alta;alta;alta;28.6;0.37;4734;0.34;3.5;3.4;10.5;73
Kyrgyz Republic;Asia;2000;No;42.5;49.8;5.33;baixa;moderada;alta;alta;24.7;0.02;718;4.9;3.6;3.6;9.8;68.6
Micronesia Fed Sts;Oceania;2004;No;28.7;34.8;2.03;elevada;moderada;elevada;elevada;29;0.17;2949;0.11;0.2;0.2;5.8;65.3
Sweden;European Union;2004;Yes;3.1;3.7;6.51;moderada;alta;alta;alta;25.4;0.08;44891;8.99;1.3;1.3;12.3;80.5
Mexico;North America;2004;No;20.2;23.9;5;alta;alta;alta;alta;27.1;0.15;8801;104.51;1.8;1.8;7.4;75.2
Niger;Africa;2002;No;90.1;204.5;0.088;elevada;moderada;baixa;baixa;20.9;0.38;418;12.19;12.5;12.5;1.2;51.3
Eswatini;Africa;2012;No;50.6;66;6.49;alta;moderada;alta;alta;26.5;15.74;3513;1.08;4.8;4.9;6.1;49.9
Malta;European Union;2004;Yes;6.2;7.1;6.61;elevada;baixa;elevada;elevada;27;0.08;17653;0.4;0.7;0.7;8.6;79.3
Equatorial Guinea;Africa;2010;No;79.1;111.2;8.96;baixa;moderada;moderada;baixa;23.5;4.42;13841;0.94;9;9;5.5;55.6
Montenegro;Rest of Europe;2010;No;5.7;6.7;9.94;alta;alta;alta;alta;26.1;0.03;5982;0.62;2;2;11.1;76
Syrian Arab Republic;Middle East;2010;No;16.2;18.9;0.77;elevada;elevada;elevada;elevada;27.7;0.13;1701;21.36;6.4;6.1;6.3;72.1
Guinea;Africa;2004;No;86.5;139.5;0.34;moderada;moderada;moderada;moderada;22.1;1.16;655;8.93;9.5;9.5;1.6;52.5
Cuba;Central America and Caribbean;2014;No;4.6;5.8;4.54;alta;alta;alta;alta;25.5;0.16;7379;11.31;3.4;3.3;11.2;78.5
Argentina;South America;2003;No;15.8;17.7;7.62;elevada;elevada;alta;alta;26.4;0.15;9630;38.09;1.2;1;9.3;74.1
Norway;Rest of Europe;2006;Yes;3.2;3.9;6.47;elevada;alta;alta;alta;26.1;0.03;74190;4.66;0.8;0.7;12.5;80.3
Barbados;Central America and Caribbean;2012;No;13.6;14.7;8.9;elevada;alta;elevada;elevada;27.5;0.33;16505;0.28;3.8;3.8;10.5;78.5
Rwanda;Africa;2008;No;50.2;76.3;7.51;alta;elevada;alta;alta;21.5;1.22;554;9.52;6.7;6.6;3.2;60.6
Bangladesh;Asia;2002;No;57;76.5;0.003;elevada;moderada;elevada;elevada;20.4;0.01;687;132.48;2.5;21.1;4.3;66.4
Timor-Leste;Oceania;2012;No;47.5;56.3;0.48;elevada;moderada;elevada;elevada;20.9;0.09;1271;1.13;11.2;11.3;4.5;67.7
North Macedonia;Rest of Europe;2003;No;12.8;14.4;5.18;elevada;alta;alta;alta;25.8;0.08;3301;2.03;2.7;2.7;7.5;73.2
Tonga;Oceania;2004;No;13;15.1;1.79;alta;alta;alta;alta;31.5;0.17;3899;0.1;0.1;0.1;9.2;69.8
Kuwait;Middle East;2007;No;9.5;11.1;0.029;alta;alta;alta;alta;28.8;0.13;41171;2.5;3.2;3.1;6.3;73.8
Iceland;Rest of Europe;2015;Yes;1.8;2.3;7.66;elevada;alta;alta;alta;26.2;0.05;52952;0.33;1;0.9;12.2;82.5
Greece;European Union;2002;Yes;4.9;5.6;8.22;alta;elevada;alta;alta;26.8;0.04;19997;10.9;0.8;0.8;9.1;78.6
Mozambique;Africa;2003;No;95.3;145;0.6;elevada;moderada;moderada;elevada;21.8;3.5;353;19.33;4;3.9;2.6;49.9
Netherlands;European Union;2002;Yes;4.9;5.9;9.72;elevada;alta;alta;alta;25.1;0.06;40914;16.15;1.1;1;11.1;78.3
Jamaica;Central America and Caribbean;2012;No;14.6;17;3.02;alta;elevada;alta;alta;27.2;0.56;4888;2.84;1.8;1.7;9.2;74
Senegal;Africa;2012;No;39.2;58.7;0.19;alta;baixa;elevada;alta;22.8;0.14;1146;13.4;1;9.9;2.6;65.4
Togo;Africa;2015;No;50.8;75.9;1.36;elevada;moderada;elevada;elevada;23.5;0.72;571;7.32;6.5;6.2;4.7;59.9
Libya;Africa;2001;No;23.4;27.3;0.002;alta;elevada;alta;alta;26.9;0.05;10392;5.44;5.6;5.5;5.8;71
Paraguay;South America;2006;No;24.5;29.3;5.92;alta;moderada;alta;alta;25.6;0.16;4049;5.91;2.2;2.2;7.1;71.9
Syrian Arab Republic;Middle East;2002;No;18.2;21.4;0.9;elevada;elevada;elevada;elevada;27;0.13;1353;17.08;6.6;6.5;4.7;73.7
Malta;European Union;2014;Yes;5.8;6.6;7.14;alta;alta;alta;alta;27.1;0.08;23286;0.43;0.8;0.8;11.1;82
Tonga;Oceania;2003;No;13.4;15.6;1.79;elevada;alta;alta;alta;31.4;0.17;4020;0.1;0.1;0.1;9.2;69.8
Trinidad and Tobago;Central America and Caribbean;2003;No;23.9;27;5.44;elevada;elevada;alta;alta;26.2;0.4;13552;1.28;6.4;6.9;9.5;70.2
Argentina;South America;2008;No;13.7;15.3;8.42;alta;elevada;alta;alta;26.9;0.15;13311;40.08;1;0.9;8.9;75
Finland;European Union;2010;Yes;2.5;3;9.72;elevada;alta;alta;alta;26;0.08;43564;5.36;0.9;0.8;12.3;79.9
Spain;European Union;2005;Yes;3.8;4.7;11.92;alta;alta;alta;alta;26.2;0.09;26146;43.65;0.6;0.5;8.9;80.2
United Kingdom;Rest of Europe;2000;Yes;5.6;6.5;10.82;elevada;elevada;alta;alta;26.3;0.08;39229;58.89;0.7;0.5;11.7;77.7
Luxembourg;European Union;2013;Yes;2.3;2.8;11.25;alta;elevada;alta;alta;26.2;0.1;105339;0.54;0.9;0.9;11.8;81.8
Madagascar;Africa;2013;No;43.4;62.7;0.85;elevada;moderada;elevada;elevada;21.2;0.2;463;22.96;7.3;7.2;6.1;64.7
Mongolia;Asia;2007;No;28.1;34.1;9.12;alta;alta;alta;alta;25;0.02;2411;2.59;2.2;2.4;8.9;66
Australia;Oceania;2004;Yes;4.8;5.8;9.84;alta;elevada;alta;alta;26.6;0.05;49439;20.13;0.7;0.6;11.8;80.5
Cabo Verde;Africa;2007;No;23.3;27.8;5.4;alta;alta;alta;alta;24;0.27;2922;0.48;8.1;8;4.6;70.7
